Data;Ora;Luogo;Incidenti;Feriti;X;Y
2018-01-01;01:00;VIALE DIANA a mt. 150 Ex col. com;F;2;13,342569;38,160163
2018-01-01;03:30;VIALE REGIONE SICILIANA S.E. altezza del civico 4835;C;;13,379696;38,09062
2018-01-01;03:00;VIA ALLA FALCONARA nr. 66;C;;13,292086;38,117536
2018-01-01;08:00;VIA SAURO NAZARIO altezza del civico 11;F;1;13,332412;38,122549
2018-01-01;16:55;VIALE REGIONE SICILIANA N.O. in prossimit? di VIA PERGUSA;C;;13,32867;38,117358
2018-01-01;13:15;VIA MALASPINA intersezione con VIA SELINUNTE;F;1;13,347778;38,124183
2018-01-01;17:00;VIA OLIO DI LINO altezza del civico 12;F;1;13,326955;38,085677
2018-01-02;09:15;VIA MESSINA MARINE intersezione con VIA CAPPELLO SALVATORE;C;;13,383035;38,10679
2018-01-02;11:30;VIA SUNSERI GIUSEPPE di fronte al civico 4;C;;13,338802;38,108123
2018-01-02;07:50;VIA PANDOLFINI nr. 5;C;;13,307633;38,113376
2018-01-02;18:00;VIA BELGIO altezza del civico 13;C;;13,331055;38,151747
2018-01-02;18:30;VIA MAJALI GIULIANO altezza del civico 45;F;2;13,359745;38,109241
2018-01-02;22:00;VIA DANTE intersezione con VIA NARBONE ALESSIO;C;;13,34382;38,122068
2018-01-03;09:45;VIA GRAVINA AMMIRAGLIO intersezione con VIA ROMA;F;1;13,358613;38,125014
2018-01-03;14:00;PIAZZA MARINA intersezione VIA VITTORIO EMANUELE;F;2;13,36765;38,118175
2018-01-02;07:04;VIA POLLACI GIUSEPPE intersezione CORSO CALATAFIMI;C;;13,329774;38,102835
2018-01-02;11:00;VIA PIANO DI GALLO nr. 24;F;1;13,328453;38,208464
2018-01-03;15:30;VIALE CAMPANIA altezza del civico 5;F;1;13,340003;38,144234
2018-01-03;16:20;VIALE DE GASPERI ALCIDE altezza del civico 42;R;;13,3355;38,150141
2018-01-03;21:00;VIA RAMPOLLA MARIANO CARD. altezza del civico 17;C;;13,365065;38,149147
2018-01-03;21:15;VIA BASILE ERNESTO altezza (spec.) ponte brasa;C;;13,353556;38,10712
2018-01-04;01:00;VIA CRISPI FRANCESCO altezza (spec.) Amari E.;C;;13,362375;38,126988
2018-01-04;06:00;CORSO CALATAFIMI intersezione con VIA ONORATO CARMELO;F;2;13,345234;38,109118
2018-01-04;10:00;VIA PIPITONE FEDERICO GIUSEPPE intersezione con VIA PIRANDELLO LUIGI;C;;13,3461;38,136151
2018-01-04;10:15;VIA RIZZO AMMIRAGLIO altezza del civico 69;F;1;13,358489;38,14339
2018-01-04;11:30;VIA MONTE S.CALOGERO pressi 9;C;;13,326684;38,151831
2018-01-04;11:00;VIA EUGENIO L'EMIRO altezza del civico 22;F;1;13,341666;38,114628
2018-01-05;09:30;VIALE REGIONE SICILIANA S.E. altezza del civico 725;F;1;13,33461;38,096784
2018-01-04;14:30;VIALE COTTOLENGO altezza del civico 1;C;;13,324313;38,169103
2018-01-05;16:00;VIA CRISTODULO AMMIRAGLIO altezza del civico 2/C;F;1;13,426032;38,096792
2018-01-05;18:35;VIA MALASPINA intersezione VIA CIMAROSA DOMENICO;F;1;13,34001;38,128822
2018-01-05;15:15;VIA SIRTORI GIUSEPPE GEN. intersezione VIA TURR STEFANO;F;1;13,341325;38,127378
2018-01-05;18:30;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2113;F;6;13,30396;38,183166
2018-01-05;23:00;PIAZZA GIULIO CESARE;F;1;13,366503;38,110695
2018-01-06;04:00;VIA STABILE MARIANO altezza del civico 142;C;;13,358127;38,123149
2018-01-06;14:45;VIA DELL'ORSA MAGGIORE altezza del civico 166;F;1;13,360833;38,093681
2018-01-06;15:30;P.ZZA PRINCIPE DI CAMPOREALE altezza del civico 37;F;1;13,339751;38,120122
2018-01-07;06:15;CORSO DEI MILLE intersezione con VIA BENNICI GIUSEPPE;F;1;13,375131;38,105498
2018-01-07;11:15;VIA MESSINA MARINE intersezione con VIA CAPPELLO SALVATORE;F;1;13,383103;38,106774
2018-01-07;15:00;VIA ALBERGHERIA altezza del civico 81;C;;13,359549;38,110598
2018-01-05;10:30;PIAZZALE BOLIVAR SIMON nr. 2;F;1;13,29894;38,189187
2018-01-05;15:10;VIA LANZA DI SCALEA GIUSEPPE nr. D F CONCA D'ORO;C;;13,305851;38,180824
2018-01-06;12:30;VIA STABILE MARIANO intersezione con PIAZZA MORO ALDO;C;;13,35637;38,12243
2018-01-07;01:45;VIALE NICOLETTI ROSARIO pressi RAMPA USC TP;C;;13,287524;38,192709
2018-01-08;11:30;VIALE REGIONE SICILIANA N.O. pressi svincolo;F;1;13,32708;38,147676
2018-01-05;14:45;VIALE ERCOLE intersezione con VIA DEI LEONI;C;;13,348282;38,150433
2018-01-08;13:30;VIA ARMAFORTE EMANUELE altezza del civico 2;C;;13,34024;38,125591
2018-01-08;16:00;VIA CASTELLANA altezza del civico 141;F;1;13,296974;38,125689
2018-01-08;18:50;VIA DEL CASTORO intersezione con VIA RAIA ANDREA;F;1;13,359298;38,084315
2018-01-08;20:25;VIA DELL'ORSA MINORE intersezione con VIA BELMONTE CHIAVELLI;F;1;13,368692;38,095246
2018-01-09;06:30;VIALE DE GASPERI ALCIDE intersezione con VIA RESTIVO EMPEDOCLE;F;1;13,332874;38,149097
2018-01-09;14:10;VIA DELLA LIBERTA' intersezione con VIA D'ANNUNZIO GABRIELE;F;1;13,346407;38,138747
2018-01-09;14:00;VIA BEATO ANGELICO altezza del civico 9;F;1;13,32292;38,127342
2018-01-09;14:10;VIA ONORATO CARMELO intersezione con VIA AMBA ALAGI;F;1;13,346317;38,10746
2018-01-09;14:30;PIAZZA TONNARA pressi via della Leva;F;1;13,374748;38,152487
2018-01-09;18:30;VIALE STRASBURGO altezza (inters.) VIA FINLANDIA;F;1;13,327735;38,155241
2018-01-10;01:40;STRADA PROV. PALERMO-MONREALE pressi CIV 14;C;;13,303306;38,092136
2018-01-10;08:05;VIA MAJALI GIULIANO pressi PORTA S. AGATA;F;1;13,361482;38,109576
2018-01-10;07:15;VIA ARIOSTO LUDOVICO intersezione con VIA PETRARCA FRANCESCO;C;;13,346967;38,134798
2018-01-10;11:15;VIA SAMMARTINO altezza del civico 5;F;1;13,350879;38,123092
2018-01-10;11:15;VIA TOMMASO NATALE altezza del civico 117;F;1;13,292686;38,183362
2018-01-08;16:00;VIA CAVOUR CAMILLO altezza del civico 66;F;1;13,360425;38,12189
2018-01-10;07:40;VIA CIMABUE GIOVANNI s.n.c.;C;;13,325735;38,130898
2018-01-10;08:50;VIALE REGIONE SICILIANA N.O. altezza (spec.) VIA PAGANO;C;;13,330161;38,105366
2018-01-10;14:05;VIA DEI QUARTIERI altezza del civico 58;F;1;13,326298;38,161805
2018-01-10;14:00;VIA PARATORE GIUSEPPE intersezione con VIA ORSI PAOLO;F;1;13,373888;38,094061
2018-01-10;15:00;VIA ARIOSTO LUDOVICO intersezione con VIA LEOPARDI GIACOMO;F;1;13,345702;38,134309
2018-01-10;23:15;VIA DI MARCO DOMENICO intersezione con VIA PRINCIPE DI PATERNO';F;1;13,343883;38,14094
2018-01-10;22:15;VIA BONANNO PIETRO s.n.c.;F;2;13,364516;38,152623
2018-01-11;04:00;PIAZZA TURBA EUCLIDE GEN. altezza del civico 200;F;1;13,338012;38,100884
2018-01-09;08:40;VIALE REGIONE SICILIANA pressi V. MICHELANGELO;C;;13,330562;38,139689
2018-01-08;08:15;VIA BASILE ERNESTO altezza del civico 80;C;;13,353006;38,10676
2018-01-10;16:10;PIAZZA GIULIO CESARE intersezione con VIA LINCOLN;C;;13,366811;38,110814
2018-01-10;16:00;VIA DELL'ORSA MINORE altezza del civico 20;F;1;13,371611;38,096676
2018-01-11;12:30;VIALE GALILEO GALILEI nr. 161 C;F;1;13,332131;38,137679
2018-01-10;16:00;VIALE STRASBURGO intersezione con VICOLO PANTELLERIA;C;;13,323381;38,159894
2018-01-10;22:25;CORSO CALATAFIMI intersezione con VIA CHINNICI DOMENICO GEN.;C;;13,321598;38,099547
2018-01-10;09:35;VIA PEREZ FRANCESCO PAOLO intersezione con VIA ERRANTE VINCENZO;C;;13,365121;38,10791
2018-01-11;13:15;VIA CARTAGINE altezza del civico 30;C;;13,304172;38,125186
2018-01-11;16:00;FORO UMBERTO I altezza (spec.) tiro a segno;F;1;13,377788;38,11303
2018-01-11;17:15;VIA ROMA intersezione VIA BANDIERA;F;1;13,362546;38,118429
2018-01-11;15:50;VIALE REGIONE SICILIANA N.O. di fronte al civico 3260;F;1;13,329765;38,132489
2018-01-12;06:35;VIA LA COLLA FRANCESCO altezza del civico 16;F;3;13,372784;38,101053
2018-01-12;10:50;VIA BERNINI GIAN LORENZO altezza del civico 56;F;1;13,328822;38,131862
2018-01-12;12:05;VIALE REGIONE SICILIANA N.O. altezza del civico 486;F;1;13,329378;38,125194
2018-01-12;16:40;VIALE REGIONE SICILIANA S.E. intersezione con CORSO CALATAFIMI;C;;13,330394;38,103213
2018-01-12;19:15;VIALE REGIONE SICILIANA S.E. nr. 900;F;1;13,336006;38,096484
2018-01-12;20:00;CORSO CALATAFIMI nr. 813;F;1;13,326529;38,101566
2018-01-13;02:40;VIA PACINOTTI ANTONIO intersezione con VIA CAMPOLO GIOVANNI;F;3;13,335398;38,128704
2018-01-13;08:15;VIALE REGIONE SICILIANA altezza (inters.) VIA ROSSO;F;1;13,328739;38,120432
2018-01-13;10:45;VIALE EMILIA altezza del civico 53;F;1;13,33993;38,147108
2018-01-13;16:00;VIA DON ORIONE di fronte al civico 7;C;;13,361826;38,142761
2018-01-13;18:00;VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE;F;1;13,332889;38,149105
2018-01-13;21:10;VIALE DELLA RESURREZIONE intersezione con VIALE DUCA DEGLI ABRUZZI;F;1;13,327669;38,170669
2018-01-13;23:15;VIA ROMA in prossimit? di VIA P.PE DI BEL;F;2;13,358902;38,124568
2018-01-14;01:15;VIA LINCOLN altezza del civico 2;C;;13,372574;38,113518
2018-01-14;03:15;VIA PANDOLFINI altezza del civico 85;F;1;13,307514;38,113386
2018-01-14;07:30;VIA PEREZ FRANCESCO PAOLO intersezione con VIA ERRANTE VINCENZO;C;;13,36514;38,107903
2018-01-14;08:45;VIA MESSINA MARINE intersezione con VIA FERRARI ORSI FEDERICO;C;;13,391793;38,103846
2018-01-14;05:10;VIA MADDALENA UMBERTO altezza del civico 112;C;;13,309757;38,098179
2018-01-14;18:00;VIALE REGIONE SICILIANA N.O. pressi CAVALC. PITRE;F;2;13,329538;38,110554
2018-01-15;02:15;VIALE MARGHERITA DI SAVOIA pressi VIALE DIANA;F;1;13,339155;38,16659
2018-01-04;18:30;VIA CRISPI FRANCESCO altezza (inters.) VIA CAVOUR CAMILLO;C;;13,36491;38,12272
2018-01-11;00:05;FORO UMBERTO I intersezione con PIAZZA DELLA KALSA;F;1;13,373952;38,116713
2018-01-15;14:25;VIA ARIMONDI GIUSEPPE GEN. intersezione con VIALE MARCHESE DI VILLABIANCA;C;;13,350785;38,136507
2018-01-08;15:30;VIA BASILE ERNESTO altezza (inters.) VIA ALESSI ANTONINO;C;;13,349465;38,103526
2018-01-11;00:36;VIA CALA intersezione con VIA MURA DELLA LUPA;F;1;13,369762;38,11962
2018-01-11;17:13;VIALE REGIONE SICILIANA N.O. altezza del civico 33;F;1;13,330623;38,140034
2018-01-14;12:50;VIA GUARNERI ANDREA pressi civico df 1;C;;13,319985;38,124829
2018-01-15;16:20;VIA BADIA altezza del civico 163;F;1;13,320261;38,134841
2018-01-15;17:30;VIALE DEL FANTE intersezione PIAZZA NISCEMI;C;;13,333275;38,162285
2018-01-16;07:45;VIA PACINI GIOVANNI intersezione con VIA LA MANTIA VITO;F;1;13,346822;38,119226
2018-01-16;08:45;VIALE GALILEO GALILEI nr. 29;F;1;13,334619;38,130668
2018-01-12;11:10;VIA DI MARCO VINCENZO intersezione con VIA MONDINI RAFFAELLO;C;;13,350314;38,135534
2018-01-16;12:55;VIA DON ORIONE intersezione con VIA VILLASEVAGLIOS PIETRO;F;1;13,362181;38,141114
2018-01-16;14:10;VIA PIAZZI GIUSEPPE intersezione con VIA SELINUNTE;C;;13,347254;38,123991
2018-01-16;17:20;VIA MONGITORE ANTONINO intersezione con VIA CADORNA LUIGI GEN.;F;1;13,356184;38,109925
2018-01-16;17:40;VIA DAMIANI ALMEJDA intersezione con VIA TERRASANTA;F;1;13,347409;38,1315
2018-01-17;01:00;VIA TRINACRIA di fronte al civico 40;F;1;13,338098;38,148803
2018-01-17;01:30;VIA MESSINA MONTAGNE di fronte al civico 1/B;F;1;13,426764;38,083197
2018-01-05;12:25;VIALE LEONARDO DA VINCI altezza (inters.) VIA MIGLIACCIO MARIANO;C;;13,33192;38,129242
2018-01-08;14:10;VIA PERRICONE PIETRO altezza (inters.) VIA TRABUCCO;F;1;13,315409;38,145539
2018-01-17;10:00;VIA DE AMICIS EDMONDO nr. 13;C;;13,347243;38,140038
2018-01-17;14:30;VIA PITRE' GIUSEPPE intersezione con VIALE REGIONE SICILIANA N.O.;C;;13,329716;38,11051
2018-01-17;13:15;VIA EUGENIO L'EMIRO intersezione con VIA JOPPOLO BENIAMINO;F;1;13,338315;38,114394
2018-01-17;14:45;VIA VILLA ROSATO nr. 9;F;1;13,330814;38,15992
2018-01-17;20:05;VIA VITTORIO EMANUELE altezza del civico 388;C;;13,358989;38,114683
2018-01-17;20:45;VIA MESSINA MARINE intersezione con VIA ADORNO MARIO;C;;13,37949;38,1095
2018-01-17;22:30;PIAZZA AMENDOLA GIOVANNI altezza del civico 3;F;1;13,351883;38,121842
2018-01-18;08:20;VIALE STRASBURGO di fronte al civico 34;F;1;13,332169;38,150211
2018-01-18;07:55;PIAZZA CASTELNUOVO di fronte al civico 22;F;1;13,354942;38,123797
2018-01-17;13:55;VIA JOPPOLO BENIAMINO altezza del civico 7;C;;13,338834;38,114055
2018-01-18;09:10;PIAZZA CAPONNETTO ANTONINO in direzione di 4 VIA DUCA DELLA VERDURA;C;;13,356403;38,13535
2018-01-18;10:45;VIA DEL VESPRO altezza del civico 93;C;;13,362293;38,106534
2018-01-18;15:15;VIA SPERONE intersezione con VIA PECORI GIRALDI GUGLIELMO M;F;4;13,397923;38,097772
2018-01-18;13:25;VIA SIRACUSA intersezione VIA GARZILLI NICCOLO';F;1;13,35139;38,127412
2018-01-18;18:00;VIALE REGIONE SICILIANA N.O. intersezione con VIA PRINCIPE DI PATERNO';F;1;13,330611;38,13562
2018-01-18;20:45;VIA CALVI PASQUALE intersezione con VIA ALBANESE ENRICO;F;1;13,35494;38,130111
2018-01-18;20:50;VIA PRINCIPE DI PALAGONIA nr. 51;F;1;13,337275;38,132374
2018-01-18;16:10;VIALE REGIONE SICILIANA S.E. carreggiata centrale dir. TP;C;;13,335341;38,096494
2018-01-19;07:50;VIALE STRASBURGO intersezione VIA SPAGNA;F;1;13,323994;38,159154
2018-01-19;08:00;CORSO CALATAFIMI altezza del civico 452;F;1;13,32779;38,10205
2018-01-19;13:00;VIA NENNI PIETRO altezza del civico 17;C;;13,323167;38,151671
2018-01-19;14:10;CORSO CALATAFIMI di fronte al civico 61;F;1;13,350946;38,111394
2018-01-19;16:05;VIA PRINCIPE DI PALAGONIA altezza del civico 74;C;;13,334606;38,136887
2018-01-19;17:50;VIA ORETO altezza del civico 80;C;;13,36625;38,108191
2018-01-20;00:15;VIA BASILE ERNESTO altezza (spec.) alt. agip monte;C;;13,341448;38,095376
2018-01-20;01:05;VIA DUCA DELLA VERDURA intersezione con VIA DELLA LIBERTA';F;2;13,34977;38,13366
2018-01-20;02:45;PIAZZA TONNARAZZA intersezione con VIA TIRO A SEGNO;C;;13,378233;38,112063
2018-01-20;08:45;PZZA ORLANDO VITTORIO EMANUELE;F;1;13,350822;38,119257
2018-01-20;12:30;PIAZZA DELLA PACE altezza (spec.) Fermata AMAT;F;1;13,35919;38,13116
2018-01-20;13:45;VIA ROCCELLA GUSTAVO intersezione con VIA RAITI CARMELO;F;1;13,347644;38,095391
2018-01-20;17:10;VIA ALLA FALCONARA altezza del civico 66/C;F;1;13,291743;38,117429
2018-01-20;17:30;VIALE REGIONE SICILIANA S.E. altezza del civico 6331;C;;13,395473;38,087257
2018-01-21;01:50;VIALE LEONARDO DA VINCI intersezione VIA UDITORE;C;;13,32731;38,128082
2018-01-21;05:45;VIA CARINI ISIDORO intersezione con VIA ARCHIMEDE;F;2;13,355584;38,129051
2018-01-21;09:00;VIALE GALILEO GALILEI intersezione con VIA BORREMANS GUGLIELMO;F;3;13,333942;38,132655
2018-01-21;08:35;VIA ROMA intersezione con VIA EPICARMO;C;;13,361906;38,119795
2018-01-21;13:15;VIA GRAVINA AMMIRAGLIO intersezione con VIA PRINCIPE DI SCORDIA;F;2;13,360126;38,12564
2018-01-21;11:00;VIA ALBIMONTE GUGLIELMO altezza del civico 4;F;1;13,346634;38,116514
2018-01-21;21:50;VIA CAVOUR CAMILLO intersezione con PIAZZA VERDI GIUSEPPE;F;3;13,357746;38,121201
2018-01-22;09:00;VIA ALBANESE ENRICO intersezione con VIA CASTRIOTA GIORGIO;C;;13,354196;38,129818
2018-01-22;08:55;VIA DOGALI intersezione con VIA ROCCAZZO;F;1;13,311678;38,124775
2018-01-22;11:10;VIA DELLA LIBERTA' altezza del civico 80;C;;13,34613;38,139146
2018-01-22;12:40;VIA COLOMBA altezza del civico 68;F;1;13,357761;38,106009
2018-01-22;14:50;CORSO DEI MILLE pressi N? 1656/G;F;1;13,421589;38,08757
2018-01-10;08:30;VIA DANTE intersezione VIA LA MANTIA VITO;F;1;13,345725;38,122528
2018-01-15;15:25;VIA PRINCIPE DI PATERNO' nr. 72;F;1;13,341023;38,139788
2018-01-17;15:30;VIA MESSINA MARINE nr. 445C / 449;C;;13,402342;38,100145
2018-01-18;10:50;VIALE REGIONE SICILIANA N.O. intersezione VIA DI BLASI E. GIOVANNI;C;;13,328772;38,122395
2018-01-21;17:45;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA MACCIONELLO;C;;13,313922;38,158395
2018-01-22;17:25;VIA PARLATORE FILIPPO pressi N? 61;F;1;13,343684;38,124521
2018-01-22;17:15;VIA LI PUMA EPIFANIO intersezione con VIA CILLUFFO;C;;13,406856;38,094482
2018-01-22;19:00;VIALE DELLA RESURREZIONE di fronte al civico 42;F;1;13,324618;38,169928
2018-01-23;06:45;VIA DI BLASI E. GIOVANNI altezza del civico 153;M;;13,31381;38,125846
2018-01-23;10:30;VIALE NICOLETTI ROSARIO in prossimit? di piazza Bolivar;C;;13,289052;38,191877
2018-01-23;11:00;CSO FINOCCHIARO APRILE CAMILLO intersezione con VIA POLO MARCO;F;1;13,34705;38,118467
2018-01-23;17:00;PIAZZA BARBARINO COSTANZO intersezione con VIA PLATANIA PIETRO;C;;13,334558;38,099771
2018-01-23;14:40;VIALE LEONARDO DA VINCI di fronte al civico 282;F;1;13,32216;38,126916
2018-01-23;14:45;VIALE REGIONE SICILIANA intersezione con VIA GIAFAR EMIRO;F;2;13,384179;38,089735
2018-01-23;18:10;VIA MESSINA MARINE altezza del civico 737;F;1;13,426395;38,096785
2018-01-19;00:30;VIA MATTARELLA PIERSANTI intersezione con VIA NOTARBARTOLO EMANUELE;C;;13,346589;38,132897
2018-01-22;18:20;VIA IMPERATORE FEDERICO nr. 81;C;;13,351828;38,146678
2018-01-22;21:00;VIALE MARCHESE DI VILLABIANCA intersezione con VIA DUCA DELLA VERDURA;F;1;13,352234;38,134319
2018-01-24;09:00;CORSO DEI MILLE altezza del civico 507;F;2;13,381633;38,1015
2018-01-24;08:30;VIA DELL'AIRONE;F;2;13,358226;38,090204
2018-01-23;16:30;VIALE REGIONE SICILIANA S.E. carr. centrale dir.TP-Bonagia;C;;13,358978;38,087304
2018-01-24;10:00;CORSO DEI MILLE altezza del civico 487;F;1;13,381247;38,101671
2018-01-24;15:10;VIALE LEONARDO DA VINCI intersezione con VIA UDITORE;F;1;13,327285;38,128112
2018-01-24;16:25;VIA TASCA LANZA di fronte al civico 50;F;1;13,329389;38,111032
2018-01-24;16:00;VIA MORELLO NUNZIO altezza del civico 32/B;F;1;13,34366;38,133376
2018-01-24;19:45;VIA LASCARIS COSTANTINO altezza del civico 11;C;;13,349532;38,117176
2018-01-25;00:50;VIA COSTANTINO DOMENICO intersezione con VIA MORELLO NUNZIO;C;;13,344797;38,131459
2018-01-25;08:10;VIA SALINAS ANTONINO intersezione VIA DAMIANI ALMEJDA;F;1;13,345217;38,130716
2018-01-25;16:20;VIALE REGIONE SICILIANA N.O. intersezione con VIA DE SALIBA ANTONIO;F;1;13,330173;38,132823
2018-01-24;10:05;VIA BELGIO intersezione VIA NEBRODI(DEI);C;;13,328821;38,15032
2018-01-25;18:15;VIA PIAZZA MICHELE di fronte al civico 32;F;1;13,34319;38,116002
2018-01-25;23:30;PIAZZA SETTIMO RUGGERO intersezione con VIA AMARI EMERICO;F;2;13,355688;38,124332
2018-01-24;07:15;VIA DANTE intersezione VIA SERRADIFALCO;C;;13,340488;38,121257
2018-01-24;11:30;VIA MATTARELLA PIERSANTI altezza del civico 3/E;C;;13,346811;38,132628
2018-01-25;15:15;PIAZZA VERDI GIUSEPPE di fronte al civico 54;C;;13,356635;38,120653
2018-01-26;07:40;CORSO CALATAFIMI nr. 358;F;2;13,335289;38,105031
2018-01-26;09:15;VIA THAON DE REVEL PAOLO AMM. pressi ancione;R;;13,360172;38,146114
2018-01-26;11:45;VIA TRAPANI PESCIA nr. 8;F;1;13,326688;38,172898
2018-01-25;10:35;VIA CALA altezza (inters.) VIA S.SEBASTIANO;C;;13,366291;38,12022
2018-01-26;13:00;VIA MECCIO SALVATORE intersezione con PIAZZA S.OLIVA;C;;13,354124;38,123009
2018-01-26;15:20;VIA MARCHESE DI ROCCAFORTE intersezione con VIA LA MARMORA ALESSANDRO;F;1;13,346658;38,142891
2018-01-26;19:20;PIAZZA MALASPINA nr. 3;F;1;13,337828;38,131383
2018-01-26;20:10;VIALE STRASBURGO intersezione con VICOLO PANTELLERIA;F;2;13,323249;38,159915
2018-01-27;03:00;VIA MESSINA MARINE nr. 763;C;;13,426987;38,096735
2018-01-27;12:00;VIA LA MANTIA VITO intersezione con VIA VILLA FLORIO;F;1;13,346346;38,120599
2018-01-27;14:30;VIA CAVOUR CAMILLO altezza del civico 29;C;;13,360464;38,121817
2018-01-27;20:15;VIA PITRE' GIUSEPPE intersezione VIA CAMARDA DEMETRIO;F;1;13,335252;38,110446
2018-01-28;08:15;VIA IMERA intersezione con VIA LASCARIS COSTANTINO;F;2;13,34872;38,117013
2018-01-07;23:05;VIA JEMMA ROCCO altezza (spec.) Ferm. Bus Jemma;C;;13,364604;38,103851
2018-01-28;17:20;VIA JUVARA ALOISIO intersezione VIA AIROLDI CESARE;C;;13,361414;38,139337
2018-01-28;21:55;VIA PETRALIA SOTTANA nr. 24;F;1;13,326007;38,115807
2018-01-27;14:10;VIALE REGIONE SICILIANA S.E. altezza del civico 1130;F;1;13,337418;38,09497
2018-01-27;15:30;PIAZZA CASTELNUOVO di fronte al civico 50;F;1;13,354755;38,124936
2018-01-28;04:15;VIA MESSINA MARINE altezza del civico 315;F;1;13,390591;38,104411
2018-01-29;05:30;VIA LINCOLN pressi N? CIVICO 155;F;1;13,368783;38,111865
2018-01-29;09:30;FORO UMBERTO I altezza (inters.) VIA LINCOLN;C;;13,376165;38,115174
2018-01-29;11:30;VIA CRISPI FRANCESCO altezza del civico 99;F;1;13,364657;38,123821
2018-01-29;13:30;VIA PORRAZZI altezza del civico 16;F;1;13,333965;38,103523
2018-01-29;15:30;VIALE DUCA DEGLI ABRUZZI intersezione con VIA CAGNI UMBERTO AMM.;F;1;13,328175;38,169826
2018-01-29;18:00;VIALE DIANA a mt. 200 da p. leoni;F;1;13,345676;38,148584
2018-01-29;23:30;VIA PADRE GIUSEPPE PUGLISI intersezione con VIALE AMEDEO D'AOSTA;F;2;13,386348;38,103527
2018-01-29;18:00;VIALE REGIONE SICILIANA N.O. carr. centrale df p.le giotto;F;1;13,330064;38,130939
2018-01-30;10:30;VIA CRISPI FRANCESCO altezza del civico 290;C;;13,360367;38,130344
2018-01-24;11:00;VIA LUTHER KING MARTIN altezza (inters.) VIA IMPERATORE FEDERICO;C;;13,35344;38,1472
2018-01-25;19:00;VIA ORETO altezza del civico 346;F;1;13,371821;38,099627
2018-01-26;12:10;VIA BASILE ERNESTO altezza del civico 196;F;1;13,347503;38,100845
2018-01-26;18:45;VIA DELLA LIBERTA' altezza (inters.) VIA MONDINI RAFFAELLO;C;;13,348845;38,134996
2018-01-30;15:00;VIA BRUNELLESCHI FILIPPO di fronte al civico 17;F;1;13,314061;38,139665
2018-01-17;12:25;VIA MAQUEDA altezza del civico 176;F;1;13,361231;38,115836
2018-01-31;02:00;VIALE LEONARDO DA VINCI in prossimit? di civico 639;C;;13,309489;38,12661
2018-01-31;07:30;VIALE REGIONE SICILIANA N.O. altezza del civico 981;F;1;13,330065;38,112056
2018-01-31;08:50;VIA EUGENIO L'EMIRO altezza del civico 54;F;1;13,337984;38,114292
2018-01-31;11:30;CORSO CALATAFIMI intersezione con VIA BERGONZOLI GENERALE;F;1;13,341273;38,107521
2018-01-31;13:20;SVINCOLO DI SALVO ROSARIO in direzione di Catania VIA BELGIO;F;2;13,326834;38,149023
2018-01-31;19:45;VIALE REGIONE SICILIANA N.O. carreggiata centrale ALT. N? 273;C;;13,329108;38,123526
2018-01-31;19:40;VIALE DUCA DEGLI ABRUZZI intersezione VIALE DELLA RESURREZIONE;F;2;13,327504;38,170613
2018-02-01;09:45;VIA BALSANO SALESIO di fronte al civico 5;F;1;13,35303;38,119831
2018-01-31;18:10;PIAZZA EINSTEIN ALBERT intersezione con VIALE REGIONE SICILIANA;F;1;13,329261;38,128698
2018-01-30;17:00;VIA GARIBALDI altezza del civico 8;C;;13,367492;38,112333
2018-01-17;08:25;VIA SADAT ANWAR intersezione con PIAZZA CASCINO ANTONINO GEN.;C;;13,356801;38,143031
2018-01-25;08:50;PIAZZA CAPONNETTO ANTONINO di fronte ingres ferrovia;C;;13,357612;38,135651
2018-02-01;15:45;VIALE DE GASPERI ALCIDE di fronte al civico 46;F;1;13,335355;38,150078
2018-01-31;11:20;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIALE LEONARDO DA VINCI;C;;13,329765;38,128712
2018-02-01;12:10;VIA DELL'ORSA MINORE intersezione con VIA PARATORE GIUSEPPE;F;1;13,371484;38,09666
2018-02-01;16:00;VIA SCIUTI GIUSEPPE intersezione con VIA GIUSTI GIUSEPPE;F;1;13,340985;38,135965
2018-02-01;21:15;STRADALE BELLOLAMPO KM.5351 altezza del civico 4730;F;1;13,276003;38,136935
2018-02-01;14:30;VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO;F;1;13,335392;38,128654
2018-02-02;07:50;VIA SAURO NAZARIO intersezione con VIA BALCESCU NICOLA;C;;13,331783;38,123189
2018-02-02;08:55;VIA CORLEO SIMONE intersezione con VIA PEPE FLORESTANO;F;1;13,353698;38,128976
2018-02-02;10:40;VIA MARINUZZI ANTONIO intersezione con VIA MORTILLARO VINCENZO;F;1;13,365943;38,104377
2018-02-15;09:55;VIA MATTEI altezza del civico 25/A;C;;13,32199;38,190911
2018-02-01;08:45;VIALE REGIONE SICILIANA N.O. nr. 1;C;;13,325105;38,1503
2018-02-02;13:15;VIA VILLAGRAZIA intersezione con VIA CAMICO;F;1;13,357012;38,091837
2018-02-02;14:30;CORSO CALATAFIMI altezza del civico 92;F;2;13,344321;38,108779
2018-02-02;16:30;VIA SERGIO PAPA I altezza (inters.) VIA RIELA FRANCESCO MONS.;C;;13,370527;38,152859
